1	21 
2	14 
3	22 
4	14 
5	12 
6	4 
7	23 
8	6 
9	8 
10	4 
11	17 
12	22 
13	23 
14	21 
15	9 
16	15 
17	6 
18	19 
19	16 
20	20 
21	5 
22	10 
23	5 
24	11 
25	3 
26	3 
27	17 
28	12 
29	23 
30	16 
31	14 
32	14 
33	4 
34	17 
35	11 17 
36	7 
37	17 
38	6 
39	12 
40	19 
41	2 
42	3 
43	7 
44	17 
45	7 12 
46	4 
47	5 
48	11 
49	14 
50	10 
51	13 19 
52	6 
53	20 
54	22 
55	2 
56	2 
57	5 
58	15 
59	17 
60	19 
61	21 
62	1 
63	14 
64	11 
65	8 
66	19 
67	6 
68	7 
69	14 
70	5 
71	21 
72	14 
73	9 
74	11 
75	9 
76	11 
77	7 
78	13 
79	20 
80	6 
81	6 
82	11 
83	13 
84	12 
85	6 
86	13 
87	7 
88	14 
89	1 
90	19 
91	14 
92	8 
93	11 
94	12 
95	17 
96	4 
97	11 
98	6 
99	7 
100	5 
101	18 
102	21 
103	23 
104	18 
105	5 
106	6 
107	9 
108	8 
109	3 
110	5 
111	14 
112	20 
113	17 
114	1 
115	5 
116	3 
117	19 
118	5 
119	1 
120	22 
121	17 
122	5 
123	19 
124	23 
125	14 
126	18 
127	9 
128	6 
129	12 
130	14 
131	19 
132	12 
133	4 
134	6 
135	18 
136	17 
137	17 
138	5 
139	14 
140	19 
141	6 
142	1 
143	9 
144	18 
145	3 
146	5 
147	18 
148	8 
149	8 
150	3 
151	10 
152	14 
153	10 
154	18 
155	21 
156	14 
157	10 
158	7 
159	18 
160	22 
161	13 
162	22 
163	14 
164	18 
165	6 
166	20 
167	18 
168	6 
169	6 
170	12 
171	3 
172	21 
173	5 
174	14 
175	17 
176	7 
177	17 
178	18 
179	17 
180	4 
181	5 
182	12 
183	10 
184	6 
185	6 
186	4 
187	7 
188	18 
189	18 
190	6 
191	9 
192	17 
193	7 
194	17 
195	15 
196	20 
197	20 
198	7 
199	12 
200	20 
201	5 
202	3 
203	14 
204	8 
205	4 
206	1 
207	13 
208	6 
209	8 
210	20 
211	6 
212	12 
213	8 
214	3 
215	18 
216	9 
217	1 
218	17 
219	16 
220	6 
221	4 
222	5 
223	9 
224	7 
225	12 
226	4 
227	1 
228	2 
229	2 
230	3 
231	23 
232	6 
233	7 
234	19 
235	17 
236	6 17 
237	6 
238	6 
239	18 
240	7 
241	6 
242	23 
243	2 
244	7 
245	14 
246	12 
247	13 
248	17 
249	8 
250	2 
251	14 
252	12 
253	6 
254	2 
255	7 
256	2 
257	2 
258	13 
259	1 
260	4 
261	14 
262	20 
263	17 
264	4 
265	16 
266	17 
267	17 
268	8 
269	9 
270	21 
271	23 
272	19 
273	13 
274	19 
275	10 
276	7 
277	6 
278	13 
279	19 
280	5 
281	15 
282	6 
283	6 
284	2 
285	1 
286	2 
287	19 
288	13 
289	23 
290	16 
291	17 
292	14 
293	23 
294	14 
295	3 
296	12 
297	18 
298	3 
299	6 
300	12 
301	6 
302	11 
303	1 
304	13 
305	14 
306	5 
307	17 
308	13 
309	17 
310	7 
311	12 
312	18 
313	3 
314	16 
315	12 
316	12 
317	22 
318	15 
319	16 
320	17 
321	15 
322	18 
323	5 6 
324	3 
325	12 
326	6 
327	9 
328	3 
329	22 
330	6 
331	17 
332	20 
333	23 
334	21 
335	18 19 
336	3 
337	5 
338	15 
339	6 
340	2 
341	3 
342	2 
343	6 
344	10 
345	7 
346	3 
347	19 
348	14 
349	3 
350	10 
351	21 
352	2 
353	18 
354	14 
355	5 
356	19 
357	7 
358	5 
359	22 
360	13 
361	3 
362	23 
363	15 
364	11 
365	19 
366	8 
367	22 
368	14 
369	10 
370	19 
371	9 
372	20 
373	22 
374	13 
375	6 
376	6 
377	11 
378	18 
379	9 
380	22 
381	22 
382	18 
383	6 
384	13 
385	2 
386	14 
387	13 
388	9 
389	6 
390	16 
391	10 
392	3 
393	1 
394	6 
395	7 
396	19 
397	13 
398	17 
399	10 
400	17 
401	17 
402	23 
403	7 
404	14 
405	6 
406	13 
407	14 
408	4 
409	18 
410	14 
411	11 
412	19 
413	16 
414	9 
415	21 
416	9 
417	8 
418	10 
419	1 
420	6 
421	23 
422	8 
423	20 
424	19 
425	5 
426	7 
427	16 
428	9 
429	18 
430	13 
431	12 
432	21 
433	13 
434	3 
435	11 
436	2 
437	16 
438	21 
439	2 
440	19 
441	19 
442	19 
443	3 
444	6 
445	19 
446	16 
447	4 23 
448	8 
449	5 
450	3 
451	7 
452	3 18 
453	16 
454	14 
455	6 
456	17 
457	6 
458	23 
459	21 
460	11 
461	6 
462	6 
463	7 
464	11 
465	16 
466	23 
467	9 
468	3 
469	23 
470	6 
471	2 
472	14 
473	14 
474	23 
475	14 
476	8 
477	6 
478	12 
479	10 
480	20 
481	7 
482	3 
483	8 
484	21 
485	8 
486	8 
487	3 
488	5 
489	16 
490	17 
491	6 
492	14 
493	18 
494	11 
495	2 
496	6 
497	16 
498	7 
499	23 
500	5 
501	14 
502	6 
503	7 
504	14 
505	14 
506	17 
507	11 
508	11 
509	14 
510	9 
511	17 
512	1 
513	3 
514	19 
515	6 
516	2 
517	12 
518	17 
519	19 
520	6 
521	19 
522	18 
523	8 
524	23 
525	7 
526	8 
527	12 
528	5 
529	18 
530	18 
531	18 
532	7 
533	8 
534	14 
535	8 
536	3 
537	15 
538	1 
539	6 
540	18 
541	2 
542	17 
543	18 
544	5 
545	9 
546	13 
547	14 
548	14 
549	7 
550	17 
551	14 
552	5 
553	18 
554	19 21 
555	8 
556	23 
557	8 
558	11 
559	7 
560	14 
561	18 
562	17 
563	15 
564	7 
565	5 
566	14 
567	8 
568	1 
569	14 
570	14 
571	1 
572	6 
573	14 
574	7 
575	14 
576	13 
577	12 
578	19 
579	17 
580	7 
581	7 
582	21 
583	5 
584	3 
585	6 
586	3 
587	14 
588	3 
589	13 
590	19 
591	10 
592	7 
593	20 
594	11 
595	18 
596	16 
597	1 
598	23 
599	23 
