1	14 
2	16 
3	17 
4	7 
5	20 
6	14 
7	1 
8	21 
9	21 
10	11 
11	2 
12	12 
13	3 
14	2 
15	1 
16	13 
17	14 
18	18 
19	20 
20	14 
21	1 
22	14 
23	8 
24	16 
25	9 
26	18 
27	16 
28	2 
29	4 
30	7 
31	11 
32	9 
33	14 
34	2 
35	3 
36	3 
37	8 
38	6 
39	17 
40	11 
41	17 
42	6 
43	5 
44	17 
45	2 
46	20 
47	17 
48	21 
49	11 
50	22 
51	16 
52	14 
53	16 
54	2 
55	16 
56	14 
57	13 
58	8 
59	10 
60	14 
61	10 
62	8 
63	9 
64	4 
65	20 
66	20 
67	11 
68	11 
69	16 
70	7 
71	7 
72	16 
73	3 
74	17 
75	14 
76	1 
77	10 
78	11 
79	7 
80	16 
81	4 
82	16 
83	14 
84	1 
85	16 
86	1 
87	13 
88	6 
89	14 
90	21 
91	9 
92	16 
93	7 
94	7 
95	4 
96	21 
97	8 
98	1 
99	17 
100	1 
101	14 
102	3 
103	19 
104	5 
105	7 
106	15 
107	16 
108	9 
109	9 
110	14 
111	21 
112	1 
113	10 
114	15 
115	4 
116	14 
117	10 
118	18 
119	21 
120	12 
121	6 
122	1 
123	2 
124	3 
125	19 
126	6 
127	16 
128	3 
129	3 
130	14 
131	10 
132	21 
133	12 
134	5 
135	20 
136	15 
137	11 
138	14 
139	9 
140	9 
141	19 
142	11 
143	19 
144	13 
145	1 
146	9 
147	17 
148	7 
149	16 
150	18 
151	14 
152	7 
153	7 
154	20 
155	6 
156	14 
157	18 
158	13 
159	6 
160	8 
161	16 
162	6 
163	16 
164	12 
165	11 
166	17 
167	3 
168	19 
169	16 
170	4 
171	3 
172	16 
173	3 
174	5 
175	16 
176	2 
177	6 
178	8 
179	4 
180	1 
181	22 
182	21 
183	1 
184	18 
185	1 
186	19 
187	11 18 
188	7 
189	5 
190	17 
191	14 
192	21 
193	9 
194	4 
195	17 
196	7 
197	3 
198	11 
199	4 
200	14 
201	19 
202	14 
203	7 
204	3 
205	4 
206	1 
207	19 
208	9 
209	20 
210	5 
211	2 
212	7 
213	22 
214	9 
215	18 
216	9 
217	5 
218	10 
219	3 
220	18 
221	14 
222	12 
223	5 
224	20 
225	17 
226	12 
227	17 
228	17 
229	20 
230	22 
231	15 
232	10 
233	15 
234	5 
235	22 
236	6 
237	4 
238	11 
239	5 
240	1 
241	20 
242	4 
243	10 
244	2 
245	9 
246	16 
247	5 
248	4 
249	22 
250	16 
251	12 
252	21 
253	11 
254	22 
255	17 
256	10 
257	3 
258	17 
259	4 
260	7 
261	20 
262	19 
263	17 
264	14 
265	11 
266	16 20 
267	14 
268	14 
269	8 
270	21 
271	9 
272	11 
273	18 
274	19 
275	18 
276	4 
277	18 
278	9 
279	18 
280	7 
281	11 
282	8 
283	2 
284	4 
285	4 
286	14 
287	11 
288	15 
289	17 
290	1 
291	17 
292	3 
293	8 
294	17 
295	10 
296	13 
297	7 
298	16 
299	15 
300	21 
301	3 
302	16 
303	16 
304	2 
305	16 
306	19 
307	9 
308	16 
309	4 
310	14 
311	20 
312	17 
313	16 
314	8 
315	7 
316	3 
317	16 
318	13 
319	17 
320	22 
321	15 
322	9 
323	8 
324	14 
325	9 
326	20 
327	15 
328	7 
329	7 
330	15 
331	4 
332	10 
333	9 
334	15 
335	7 
336	7 
337	4 
